Date,Ticker,Close,Daily_Return_%,Avg_VADER_Score,News_Count,English_Avg_Score,Hindi_Avg_Score,Volume,Volume_Spike,Language_Gap,Language_Gap_Abs,Broker_Panic_Score,Is_Outage_Day,Model_Disagreement,High_Disagreement,Hype_vs_Reality,Hype_Divergence_Score
2024-01-01,TCS,3757.914795,9.821113950201788,0.7818,2.0,0.7818,,9460678,0,,,0.0,0,0.45137244045244945,1,0,-0.2182
2024-01-08,TCS,3781.526367,1.4470967607564393,0.7818,2.0,0.7818,,4180504,0,,,0.0,0,0.0,0,0,-0.2182
2024-01-29,TCS,3642.269287,-3.336350966549539,,,,,6313244,0,,,0.0,0,0.0,0,0,
2024-02-05,TCS,4280.624023,16.633671067180302,0.2787,4.0,0.2787,,8826275,0,,,0.0,0,0.0,0,0,-0.7213
2024-02-12,TCS,4059.099609,-5.175049544406118,0.2787,4.0,0.2787,,1670944,0,,,0.0,0,0.0,0,0,1.2787
2024-02-26,TCS,3438.209961,-15.296240738299161,0.2787,4.0,0.2787,,1803075,0,,,0.0,0,0.0,0,0,1.2787
2024-03-04,TCS,4007.655762,17.029984205542313,,,,,15980677,1,,,0.0,0,0.0,0,0,
2024-03-11,TCS,4083.87207,1.901767829529466,,,,,2010905,0,,,0.0,0,0.0,0,0,
2024-04-01,TCS,3798.297363,-4.504244772066135,,,,,14656050,1,,,0.0,0,0.0,0,0,
2024-04-08,TCS,4132.894531,9.885394137682457,0.0,4.0,0.0,0.0,9802802,0,0.0,0.0,0.0,0,0.0,0,0,-1.0
2024-04-29,TCS,3731.783203,-8.572771764129762,0.0,4.0,0.0,0.0,7362328,0,0.0,0.0,0.0,0,0.0,0,0,1.0
2024-05-06,TCS,4236.966309,14.800268695308027,0.6404,2.0,0.6404,0.0,13659187,1,-0.6404,0.6404,0.0,0,0.3697351123890363,1,0,-0.3596
2024-05-27,TCS,3878.7854,-8.453711520886209,0.6369,1.0,0.6369,,4474396,1,,,0.0,0,0.3687289022213112,1,1,1.6369
2024-06-03,TCS,4219.744629,9.13591250904443,0.6369,1.0,0.6369,,11978317,1,,,0.0,0,0.0020207259421528593,0,0,-0.3631
2024-06-10,TCS,4219.360352,0.49983338637470354,0.2023,2.0,0.2023,,5634104,1,,,0.0,0,0.2509164269898113,0,0,-0.2975
2024-07-01,TCS,3678.32959,-13.20423536493992,0.2023,2.0,0.2023,,11427729,1,,,0.0,0,0.2509164269898113,0,1,1.2023
2024-07-08,TCS,3939.746338,7.228279422789851,0.056559999999999985,5.0,0.07069999999999999,0.0,6434634,0,-0.07069999999999999,0.07069999999999999,0.0,0,0.08414302823169607,0,0,-0.9434
2024-07-29,TCS,3725.500244,-3.781268118992819,0.056559999999999985,5.0,0.07069999999999999,0.0,5715516,0,-0.07069999999999999,0.07069999999999999,0.0,0,0.08414302823169607,0,0,1.0566
2024-08-05,TCS,3936.045166,5.65706572256961,0.056559999999999985,5.0,0.07069999999999999,0.0,8637756,0,-0.07069999999999999,0.07069999999999999,0.0,0,0.0,0,0,-0.9434
2024-08-26,TCS,3436.486572,-12.69189180843867,,,,,1370944,0,,,0.0,0,0.0,0,0,
2024-09-02,TCS,4003.868408,16.346462816746723,,,,,8312411,0,,,0.0,0,0.0,0,0,
2024-09-09,TCS,4225.671875,5.7421661853812695,,,,,4334081,0,,,0.0,0,0.0,0,0,
2024-09-30,TCS,3645.031738,-12.564596656899052,,,,,6801342,0,,,0.0,0,0.0,0,0,
2024-10-07,TCS,4207.069336,15.777908720885602,-0.25453333333333333,3.0,-0.3818,0.0,8522010,1,0.3818,0.3818,0.0,0,0.0,0,0,-1.2545
2024-10-28,TCS,3865.984131,-6.182441325082454,-0.01583666666666667,30.0,-0.01583666666666667,0.0,4081977,0,0.01583666666666667,0.01583666666666667,0.0,0,0.0,0,0,0.9842
2024-11-04,TCS,3928.549316,3.038208754362305,0.19539375,32.0,0.19539375,0.0,13377189,1,-0.19539375,0.19539375,0.0,0,0.22510322369962915,0,0,-0.8046
2024-11-11,TCS,4202.228516,6.887973329282571,0.06429375000000001,16.0,0.06429375000000001,,3041743,0,,,0.0,0,0.10663519009559898,0,0,-0.9357
2024-11-25,TCS,3616.13916,-13.947108153886978,-0.25,1.0,-0.25,,6813450,1,,,0.0,0,0.2288898438944394,0,0,0.75
2024-12-02,TCS,3972.528809,10.211013359627884,0.4019,2.0,0.4019,,26031415,1,,,0.0,0,0.3260194655047775,1,0,-0.5981
2024-12-09,TCS,4228.330078,6.94853014401986,0.4019,2.0,0.4019,,6244498,0,,,0.0,0,0.37637464048471697,1,0,-0.5981
2024-12-30,TCS,3432.186523,-19.64546978174614,0.7003,2.0,0.7003,,3818826,0,,,0.0,0,0.17228132032618437,0,0,1.7003
2025-01-06,TCS,3077.455078,-9.497756731602589,0.038446153846153845,13.0,0.04165,0.0,9376441,0,-0.04165,0.04165,0.0,0,0.33145934188893184,1,0,1.0384
2025-01-27,TCS,3963.33252,28.78603974865235,0.038446153846153845,13.0,0.04165,0.0,1720835,0,-0.04165,0.04165,0.0,0,0.3821214962411122,1,0,-0.9616
2025-02-03,TCS,3044.591064,-24.893597387279176,0.038446153846153845,13.0,0.04165,0.0,10639473,0,-0.04165,0.04165,0.0,0,0.0,0,0,1.0384
2025-02-10,TCS,3079.714111,1.1536211682187103,,,,,2512003,0,,,0.0,0,0.0,0,0,
2025-02-24,TCS,3932.737793,27.41778717042891,,,,,3057666,0,,,0.0,0,0.0,0,0,
2025-03-03,TCS,3030.89209,-24.511552897869926,,,,,16708029,1,,,0.0,0,0.0,0,0,
2025-03-10,TCS,3123.223145,3.442139250825938,,,,,9046508,1,,,0.0,0,0.0,0,0,
2025-03-31,TCS,3297.008789,9.901430469629924,,,,,13207043,1,,,0.0,0,0.0,0,0,
2025-04-07,TCS,3171.544678,-3.0064376529756904,0.296,1.0,,0.296,12806588,1,,,0.0,0,0.0,0,1,1.296
2025-04-28,TCS,3428.561768,11.386538281214262,0.296,1.0,,0.296,4195806,0,,,0.0,0,0.0,0,0,-0.704
2025-05-05,TCS,2982.75,-13.469476317449502,0.296,1.0,,0.296,9599177,0,,,0.0,0,0.0,0,1,1.296
