Date,Ticker,Close,Daily_Return_%,Avg_VADER_Score,News_Count,English_Avg_Score,Hindi_Avg_Score,Volume,Volume_Spike,Language_Gap,Language_Gap_Abs,Broker_Panic_Score,Is_Outage_Day,Model_Disagreement,High_Disagreement,Hype_vs_Reality,Hype_Divergence_Score
2023-01-02,SBI,589.9134521,17.456778088664038,,,,,83042687,0,,,0.0,0,0.0,0,0,
2023-01-09,SBI,551.2511597,-6.521964110959633,,,,,42310973,0,,,0.0,0,0.0,0,0,
2023-01-30,SBI,544.100647,0.15078160077219938,,,,,70057564,0,,,0.0,0,0.0,0,0,
2023-02-06,SBI,551.588623,1.56476477901536,,,,,37449921,0,,,0.0,0,0.0,0,0,
2023-02-27,SBI,539.5609741,-0.8419045767742546,,,,,90702308,0,,,0.0,0,0.0,0,0,
2023-03-06,SBI,557.4217529,3.4725439131551568,,,,,69890429,1,,,0.0,0,0.0,0,0,
2023-03-27,SBI,572.3790894,2.6833069255342235,,,,,7011191,0,,,0.0,0,0.0,0,0,
2023-04-03,SBI,554.914917,-2.9092046809046317,,,,,102167282,1,,,0.0,0,0.0,0,0,
2023-04-10,SBI,573.378418,3.300470484472573,-0.6597,1.0,-0.6597,,50992494,0,,,0.0,0,0.0,0,0,-1.6597
2023-05-01,SBI,569.425354,0.8850308898236783,-0.6597,1.0,-0.6597,,66498358,0,,,0.0,0,0.0,0,0,-1.5447
2023-05-08,SBI,586.4425659,3.0809471477302286,-0.6597,1.0,-0.6597,,64122909,1,,,0.0,0,0.0,0,0,-1.6597
2023-05-29,SBI,499.0348206,-15.403563310505266,,,,,74598769,0,,,0.0,0,0.0,0,0,
2023-06-05,SBI,553.7579956,11.413695973740568,,,,,67849303,0,,,0.0,0,0.0,0,0,
2023-06-12,SBI,586.635437,5.937149740723324,,,,,21439069,0,,,0.0,0,0.0,0,0,
2023-06-26,SBI,517.4299316,-11.797020949486214,,,,,16195947,0,,,0.0,0,0.0,0,0,
2023-07-03,SBI,558.2894897,8.168557946366484,,,,,67947912,1,,,0.0,0,0.0,0,0,
2023-07-10,SBI,589.7689209,5.631888093512805,,,,,28648987,0,,,0.0,0,0.0,0,0,
2023-07-31,SBI,567.4006348,-2.975278623758525,,,,,57103211,0,,,0.0,0,0.0,0,0,
2023-08-07,SBI,592.1311035,4.4824598376005165,,,,,72227683,1,,,0.0,0,0.0,0,0,
2023-08-28,SBI,528.5900879,-10.82901081987757,,,,,32933375,0,,,0.0,0,0.0,0,0,
2023-09-04,SBI,564.1225586,6.602702297670349,,,,,62788045,0,,,0.0,0,0.0,0,0,
2023-09-11,SBI,557.614563,-1.1536492382348884,,,,,12434363,0,,,0.0,0,0.0,0,0,
2023-09-25,SBI,562.8742065,0.9432399813417369,,,,,10622660,0,,,0.0,0,0.0,0,0,
2023-10-02,SBI,553.0831299,-0.8490839376187989,,,,,99986778,1,,,0.0,0,0.0,0,0,
2023-10-09,SBI,558.7233276,1.084211197787821,,,,,17146546,0,,,0.0,0,0.0,0,0,
2023-10-30,SBI,542.3510132,-2.049821514107464,,,,,49850751,1,,,0.0,0,0.0,0,0,
2023-11-06,SBI,592.227478,9.073585031664354,,,,,68314864,0,,,0.8,1,0.0,0,0,
2023-11-27,SBI,562.6377563,-4.996343938637715,,,,,8183715,0,,,0.0,0,0.0,0,0,
2023-12-04,SBI,565.0385132,1.5642814536438667,,,,,85504415,0,,,0.6,1,0.0,0,0,
2023-12-11,SBI,590.4438477,4.496212896377827,,,,,14494836,0,,,0.0,0,0.0,0,0,
2024-01-01,SBI,825.3768311,35.952294050562685,,,,,73149549,1,,,0.0,0,0.0,0,0,
2024-01-08,SBI,805.0352783,-2.114637023454347,,,,,26704879,0,,,0.0,0,0.0,0,0,
2024-01-29,SBI,738.9224854,-3.8501891712733567,,,,,58349356,1,,,0.0,0,0.0,0,0,
2024-02-05,SBI,805.9665527,9.09974157441532,,,,,65509645,0,,,0.0,0,0.0,0,0,
2024-02-12,SBI,819.9360352,1.7332583409574553,,,,,6651119,0,,,0.0,0,0.0,0,0,
2024-02-26,SBI,620.3805542,-24.337932769514648,0.25,1.0,0.25,,14571772,0,,,0.0,0,0.0,0,0,1.25
2024-03-04,SBI,778.468689,25.634614833440672,0.25,1.0,0.25,,156164129,1,,,0.0,0,0.0,0,0,-0.75
2024-03-11,SBI,837.140564,7.536831709361147,0.25,1.0,0.25,,12186182,0,,,0.0,0,0.0,0,0,-0.75
2024-04-01,SBI,822.7789307,4.566662125667563,,,,,175315839,1,,,0.0,0,0.0,0,0,
2024-04-08,SBI,842.7774048,2.6168328646354215,,,,,56134901,0,,,0.0,0,0.0,0,0,
2024-04-29,SBI,737.331604,-6.923364115156641,,,,,72352577,0,,,0.0,0,0.0,0,0,
2024-05-06,SBI,848.4142456,14.777160938799518,,,,,176172426,1,,,0.0,0,0.0,0,0,
2024-05-27,SBI,626.9367676,-26.104874965102766,,,,,14079390,0,,,0.0,0,0.0,0,0,
2024-06-03,SBI,767.0970459,22.16935614629695,,,,,160670757,1,,,0.0,0,0.0,0,0,
2024-06-10,SBI,846.6496582,10.274945028041426,,,,,29523001,0,,,0.0,0,0.0,0,0,
2024-07-01,SBI,813.6130371,0.5920850790532404,,,,,98980397,1,,,0.0,0,0.0,0,0,
2024-07-08,SBI,842.6793213,4.276585345585849,,,,,57244192,0,,,0.0,0,0.0,0,0,
2024-07-29,SBI,740.7543335,-6.863394969159186,,,,,98759139,1,,,0.0,0,0.0,0,0,
2024-08-05,SBI,826.5532227,11.882752466855361,,,,,87737256,0,,,0.0,0,0.0,0,0,
2024-08-26,SBI,602.9777222,-27.049135416794257,,,,,13400235,0,,,0.0,0,0.0,0,0,
2024-09-02,SBI,808.0742188,31.140157255460334,,,,,128897173,1,,,0.0,0,0.0,0,0,
2024-09-09,SBI,841.1598511,4.424059915156387,,,,,49711146,0,,,0.0,0,0.0,0,0,
2024-09-30,SBI,815.4265747,4.956034067130278,,,,,64541783,0,,,0.0,0,0.0,0,0,
2024-10-07,SBI,850.4238281,4.931033769595516,,,,,47788801,0,,,0.0,0,0.0,0,0,
2024-10-28,SBI,745.9607544,-4.936258583100297,0.2588185185185185,27.0,0.2588185185185185,,32312200,0,,,0.0,0,0.0,0,1,1.2588
2024-11-04,SBI,784.0074463,6.105516798106959,0.08580294117647058,34.0,0.08580294117647058,,57639159,0,,,0.0,0,0.0,0,0,-0.9142
2024-11-11,SBI,844.6399536,7.635096340929026,0.13605555555555554,18.0,0.13605555555555554,,19628310,0,,,0.0,0,0.08900417624132495,0,0,-0.8639
2024-11-25,SBI,610.883667,-27.675258031980466,0.2263,1.0,0.2263,,16620797,0,,,0.0,0,0.07119083337888585,0,0,1.2263
2024-12-02,SBI,796.6044922,28.22566012914159,0.2263,1.0,0.2263,,101449519,1,,,0.0,0,0.05210265429286824,0,0,-0.7737
2024-12-09,SBI,836.8955078,5.152379599458367,0.2263,1.0,0.2263,,37774796,0,,,0.0,0,0.0,0,0,-0.7737
2024-12-30,SBI,756.5096436,-9.77181808967078,,,,,23647300,0,,,0.0,0,0.0,0,0,
2025-01-06,SBI,973.0999756,26.559746055845494,,,,,52185291,0,,,0.0,0,0.0,0,0,
2025-01-27,SBI,785.4289551,-19.285893043444435,,,,,11398319,0,,,0.0,0,0.0,0,0,
2025-02-03,SBI,803.9000244,2.5014963698682613,,,,,58806855,1,,,0.0,0,0.0,0,0,
2025-02-10,SBI,967.2999878,20.32590601324531,,,,,13444314,0,,,0.0,0,0.0,0,0,
2025-02-24,SBI,745.9712524,-23.682413324483708,,,,,21198704,0,,,0.0,0,0.0,0,0,
2025-03-03,SBI,812.1500244,9.74555757095149,,,,,44084748,0,,,0.0,0,0.0,0,0,
2025-03-10,SBI,951.0499878,16.433512767113047,,,,,33816145,0,,,0.0,0,0.0,0,0,
2025-03-31,SBI,806.5,-13.410036337360033,,,,,44246142,0,,,0.0,0,0.0,0,0,
2025-04-07,SBI,948.0999756,17.713622880093816,,,,,50389454,1,,,0.0,0,0.0,0,0,
2025-04-28,SBI,715.9735107,-25.452297643084332,,,,,23828967,0,,,0.0,0,0.0,0,0,
2025-05-05,SBI,806.5999756,12.32072504472791,,,,,50158333,1,,,0.0,0,0.0,0,0,
2025-05-12,SBI,971.5,20.443841977225063,,,,,17347847,1,,,0.0,0,0.0,0,0,
2025-05-26,SBI,761.1171265,-21.655468193515183,,,,,11419367,0,,,0.0,0,0.0,0,0,
2025-06-02,SBI,805.1500244,6.117344923739987,,,,,87117037,1,,,0.0,0,0.0,0,0,
2025-06-09,SBI,960.75,18.476749390408997,,,,,30908448,1,,,0.0,0,0.0,0,0,
2025-06-30,SBI,760.822998,-20.63761012860704,,,,,84666074,1,,,0.0,0,0.0,0,0,
2025-07-07,SBI,955.8499756,23.776299708570512,,,,,34167078,0,,,0.0,0,0.0,0,0,
2025-07-28,SBI,755.970459,-20.911180802670724,,,,,15641490,0,,,0.0,0,0.0,0,0,
2025-08-04,SBI,858.25,13.16548741266751,,,,,60817251,0,,,0.0,0,0.0,0,0,
2025-08-11,SBI,956.4000244,11.436064596562767,,,,,15386438,0,,,0.0,0,0.0,0,0,
2025-09-01,SBI,810.9500122,-13.222198610945446,0.0,1.0,,0.0,57140784,0,,,0.0,0,0.0,0,0,1.0
2025-09-08,SBI,959.3499756,17.60505526742231,0.0,1.0,,0.0,21168067,0,,,0.0,0,0.0,0,0,-1.0
2025-09-29,SBI,714.552124,-25.990707000966385,0.0,1.0,,0.0,31846454,0,,,0.0,0,0.0,0,0,1.0
2025-10-06,SBI,959.75,31.04131262958362,,,,,54069945,0,,,0.0,0,0.0,0,0,
2025-10-27,SBI,716.7088013,-25.3233861630633,-0.5574,1.0,,-0.5574,13017060,0,,,0.0,0,0.0,0,0,0.4426
2025-11-03,SBI,823.6500244,14.475940552463184,-0.5574,1.0,,-0.5574,50960665,1,,,0.0,0,0.0,0,0,-1.5574
2025-11-10,SBI,963.25,16.78464853822732,0.0,1.0,,0.0,14627952,0,,,0.0,0,0.3218150400462974,1,0,-1.0
2025-12-01,SBI,805.9500122,-13.337971170424623,0.0,1.0,,0.0,46790850,1,,,0.0,0,0.32181504004629746,1,0,1.0
2025-12-08,SBI,963.1500244,19.026537854634796,0.0,1.0,,0.0,25789999,0,,,0.0,0,0.0,0,0,-1.0
